level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	71	0	0	0	2622	297	35	21	-1	
3	1	71	1	0	0	2622	297	35	21	-1	
4	1	71	1	1	0	2622	297	35	21	-1	
5	1	71	1	1	1	2622	297	35	21	0.000000	汪
2	1	72	0	0	0	3131	292	109	20	-1	
3	1	72	1	0	0	3131	292	109	20	-1	
4	1	72	1	1	0	3131	292	109	20	-1	
5	1	72	1	1	1	3131	292	109	20	6.335991	WE
2	1	73	0	0	0	1398	335	24	6	-1	
3	1	73	1	0	0	1398	335	24	6	-1	
4	1	73	1	1	0	1398	335	24	6	-1	
5	1	73	1	1	1	1398	335	24	6	17.369316	一
2	1	74	0	0	0	1440	294	160	55	-1	
3	1	74	1	0	0	1440	294	160	55	-1	
4	1	74	1	1	0	1440	294	160	55	-1	
5	1	74	1	1	1	1440	294	24	55	90.593094	]
5	1	74	1	1	2	1468	303	132	41	89.317841	局
5	1	74	1	1	3	1535	284	44	69	91.221207	藥
5	1	74	1	1	4	1578	284	27	69	86.238281	火
2	1	75	0	0	0	1716	318	15	15	-1	
3	1	75	1	0	0	1716	318	15	15	-1	
4	1	75	1	1	0	1716	318	15	15	-1	
5	1	75	1	1	1	1716	318	15	15	41.470894	上
2	1	76	0	0	0	1928	321	138	9	-1	
3	1	76	1	0	0	1928	321	138	9	-1	
4	1	76	1	1	0	1928	321	138	9	-1	
5	1	76	1	1	1	1928	321	24	5	0.000000	喲
5	1	76	1	1	2	2049	322	17	8	0.000000	居
2	1	77	0	0	0	2140	306	32	32	-1	
3	1	77	1	0	0	2140	306	32	32	-1	
4	1	77	1	1	0	2140	306	32	32	-1	
5	1	77	1	1	1	2140	306	32	32	0.000000	N
2	1	78	0	0	0	2836	312	38	31	-1	
3	1	78	1	0	0	2836	312	38	31	-1	
4	1	78	1	1	0	2836	312	38	31	-1	
5	1	78	1	1	1	2836	312	38	31	0.000000	生
2	1	79	0	0	0	3134	319	8	20	-1	
3	1	79	1	0	0	3084	317	58	22	-1	
4	1	79	1	1	0	3134	319	8	20	-1	
5	1	79	1	1	1	3134	319	8	20	15.302055	和
2	1	80	0	0	0	40	344	184	19	-1	
3	1	80	1	0	0	40	344	184	19	-1	
4	1	80	1	1	0	40	344	184	19	-1	
5	1	80	1	1	1	40	344	184	19	0.000000	和
2	1	81	0	0	0	307	336	138	16	-1	
3	1	81	1	0	0	307	336	138	16	-1	
4	1	81	1	1	0	307	336	138	16	-1	
5	1	81	1	1	1	307	336	138	16	3.701797	ee
2	1	82	0	0	0	494	326	23	39	-1	
3	1	82	1	0	0	494	326	23	39	-1	
4	1	82	1	1	0	494	326	23	39	-1	
5	1	82	1	1	1	494	326	23	39	24.310753	KM
2	1	83	0	0	0	1399	357	49	9	-1	
3	1	83	1	0	0	1399	357	49	9	-1	
4	1	83	1	1	0	1399	357	49	9	-1	
5	1	83	1	1	1	1399	360	16	6	44.200253	一
5	1	83	1	1	2	1414	347	18	28	43.520973	全
5	1	83	1	1	3	1444	357	4	7	12.030037	天
2	1	84	0	0	0	1481	373	20	2	-1	
3	1	84	1	0	0	1481	373	20	2	-1	
4	1	84	1	1	0	1481	373	20	2	-1	
5	1	84	1	1	1	1481	373	20	2	39.201599	一
2	1	85	0	0	0	1522	366	63	6	-1	
3	1	85	1	0	0	1522	366	63	6	-1	
4	1	85	1	1	0	1522	366	63	6	-1	
5	1	85	1	1	1	1522	366	63	6	0.000000	一
2	1	86	0	0	0	1592	362	35	6	-1	
3	1	86	1	0	0	1592	362	35	6	-1	
4	1	86	1	1	0	1592	362	35	6	-1	
5	1	86	1	1	1	1592	362	35	6	17.045471	AA
2	1	87	0	0	0	2085	325	44	33	-1	
3	1	87	1	0	0	2085	325	44	33	-1	
4	1	87	1	1	0	2085	325	44	33	-1	
5	1	87	1	1	1	2085	325	44	33	0.000000	出
2	1	88	0	0	0	3135	344	9	17	-1	
3	1	88	1	0	0	3135	344	9	17	-1	
4	1	88	1	1	0	3135	344	9	17	-1	
5	1	88	1	1	1	3135	344	9	17	36.962234	則
2	1	89	0	0	0	1568	372	39	14	-1	
3	1	89	1	0	0	1568	372	39	14	-1	
4	1	89	1	1	0	1568	372	39	14	-1	
5	1	89	1	1	1	1568	372	39	14	9.807373	FWYV
2	1	90	0	0	0	1908	373	17	19	-1	
3	1	90	1	0	0	1908	373	17	19	-1	
4	1	90	1	1	0	1908	373	17	19	-1	
5	1	90	1	1	1	1908	373	17	19	16.838837	讓
2	1	91	0	0	0	1960	366	11	12	-1	
3	1	91	1	0	0	1960	366	11	12	-1	
4	1	91	1	1	0	1960	366	11	12	-1	
5	1	91	1	1	1	1960	366	11	12	0.000000	憑
2	1	92	0	0	0	2853	375	32	22	-1	
3	1	92	1	0	0	2853	375	32	22	-1	
4	1	92	1	1	0	2853	375	32	22	-1	
5	1	92	1	1	1	2853	375	32	22	40.996124	和
2	1	93	0	0	0	3217	339	23	43	-1	
3	1	93	1	0	0	3217	339	23	43	-1	
4	1	93	1	1	0	3217	339	23	43	-1	
5	1	93	1	1	1	3217	339	23	43	0.000000	:
2	1	94	0	0	0	50	388	54	21	-1	
3	1	94	1	0	0	50	388	54	21	-1	
4	1	94	1	1	0	50	388	54	21	-1	
5	1	94	1	1	1	50	388	54	21	43.897743	AG
2	1	95	0	0	0	254	375	46	31	-1	
3	1	95	1	0	0	254	375	46	31	-1	
4	1	95	1	1	0	254	375	46	31	-1	
5	1	95	1	1	1	254	375	46	31	0.000000	1
2	1	96	0	0	0	514	379	16	22	-1	
3	1	96	1	0	0	514	379	16	22	-1	
4	1	96	1	1	0	514	379	16	22	-1	
5	1	96	1	1	1	514	379	16	22	0.000000	M
2	1	97	0	0	0	642	383	237	34	-1	
3	1	97	1	0	0	642	383	237	34	-1	
4	1	97	1	1	0	642	383	237	34	-1	
5	1	97	1	1	1	642	388	20	23	13.008949	)
5	1	97	1	1	2	669	383	55	34	49.057762	人
